"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","Y1","Y2","Y3"
"213850",686185,1,2020,12,NA,1,1,2,62,4,4,2,NA,1,0,3,2,6,1,1,2,1,8,3,1,7,12,2,1958,NA,9,1,1.5,1,1,2,2,2,NA,65,NA,2,NA,1958,1,"686185_1",1287,"B",-3.31248569619136,-5.96312998747871,-6.10263758175699
"213851",686185,2,2020,12,NA,1,3,2,32,2,5,2,NA,1,0,3,2,4,0,0,2,1,5,2,2,7,12,2,1988,NA,5,0,1.5,1,1,2,2,2,NA,NA,NA,2,NA,1988,2,"686185_2",1288,"B",-17.5059819773335,-9.27442507806934,-8.84118524126596
"213879",686190,1,2020,12,NA,1,1,2,76,5,2,NA,NA,3,4,3,2,NA,1,1,7,1,NA,4,1,7,12,2,1944,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1944,1,"686190_1",1289,"B",-14.5940827064828,-2.55548088657208,-1.92187026447152
"214368",686429,1,2020,9,NA,3,1,2,87,5,2,NA,NA,3,4,3,2,NA,1,1,7,2,NA,4,1,7,9,2,1933,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1933,1,"686429_1",1290,"B",-9.59737320721996,-3.95321986593683,-3.65615916376404
"214602",686528,2,2020,10,NA,3,4,2,58,4,3,2,NA,1,0,3,2,2,0,0,1,2,2,3,1,7,10,2,1962,NA,2,1,3.1,1,1,4,3,6,NA,NA,NA,1,NA,1962,1,"686528_1",1292,"B",3.14386611982885,-3.18943313530868,-3.52276467505276
"214603",686528,3,2020,10,NA,3,2,1,38,2,3,2,NA,1,0,3,2,2,0,0,1,2,2,2,2,7,10,2,1982,NA,2,0,3.1,1,1,4,3,6,NA,NA,NA,1,NA,1982,2,"686528_2",1293,"B",-20.6312216689086,-7.96957468402003,-7.30317221113116
"214604",686528,4,2020,10,NA,3,4,1,35,2,3,2,NA,2,0,3,2,2,0,0,6,2,3,2,3,7,10,2,1985,NA,3,0,3.1,1,1,4,3,6,NA,NA,NA,7,NA,1985,3,"686528_3",1294,"B",-15.8918393319836,-3.53586249244451,-2.88554792194246
"214601",686528,1,2020,10,NA,3,1,2,38,2,4,NA,NA,3,5,3,2,NA,1,1,7,2,NA,2,4,7,NA,NA,1982,NA,NA,0,3.1,1,0,4,3,6,1,NA,NA,10,1,1982,4,"686528_4",1291,"B",-13.7092070727045,-4.47233797698025,-3.98618697194213
"214605",686528,5,2020,10,NA,3,3,1,8,1,1,NA,NA,3,6,3,2,NA,0,0,7,2,NA,2,5,7,10,2,2012,NA,NA,0,3.1,0,0,4,3,6,NA,NA,NA,10,NA,2012,5,"686528_5",1295,"B",-1.79611362834138,-8.12891621253026,-8.46222161169809
"214746",686579,1,2020,11,NA,4,1,2,82,5,2,NA,NA,3,4,3,2,NA,1,1,7,3,NA,4,1,7,11,2,1938,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1938,1,"686579_1",1296,"B",-6.90891484555309,-13.2422481778425,-13.5755815111209
"214882",686634,1,2020,3,NA,3,1,1,50,3,3,2,NA,1,0,1,1,2,1,1,1,3,2,1,1,7,NA,NA,1970,NA,2,1,3.1,1,1,1,1,6,2,60,NA,1,NA,1970,1,"686634_1",1297,"B",5.53467959012584,-0.794292935955055,-1.12739675311721
"214883",686634,2,2020,3,NA,3,2,2,39,2,3,NA,NA,3,2,1,1,NA,0,0,7,3,NA,1,2,7,NA,NA,1981,NA,NA,0,3.1,0,0,1,1,6,2,NA,NA,10,NA,1981,2,"686634_2",1298,"B",-2.5985434982699,-8.93187454622797,-9.2652077592784
"214884",686634,3,2020,3,NA,3,3,2,19,1,4,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,3,7,3,1,2001,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2001,3,"686634_3",1299,"B",0.956936207638032,-5.37639712514361,-5.70973045844791
"214885",686634,4,2020,3,NA,3,3,2,16,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,4,7,3,1,2004,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2004,4,"686634_4",1300,"B",-0.0143353014002603,-6.34766216642983,-6.68099515932612
"214886",686634,5,2020,3,NA,3,3,2,11,1,3,NA,NA,3,6,1,1,NA,0,0,7,3,NA,2,5,7,3,1,2009,NA,NA,0,3.1,0,0,1,1,6,NA,NA,NA,10,NA,2009,6,"686634_6",1301,"B",-12.3000038428618,-1.18557555861453,-0.600605648917313
"214956",686657,1,2020,5,NA,3,1,2,67,5,4,NA,NA,3,4,2,1,NA,1,1,7,2,NA,4,1,7,5,1,1953,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,3,1953,1,"686657_1",1302,"B",2.6219474035144,-3.71137341318875,-4.04470608775207
"215068",686717,1,2020,2,NA,3,1,2,59,4,3,NA,NA,3,2,1,1,NA,1,1,7,2,NA,3,1,7,18,3,1961,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,NA,1961,1,"686717_1",1303,"B",-12.7758396242941,-3.95857572967408,-3.4945092089046
"215069",686717,2,2020,2,NA,3,3,1,22,1,3,NA,NA,3,1,1,1,NA,0,0,7,2,NA,2,2,7,2,1,1998,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1998,4,"686717_4",1304,"B",1.29951612420719,-4.09617711958903,-4.38016097452567
"215257",686763,1,2020,17,NA,2,1,2,58,4,4,2,NA,2,0,4,3,2,1,1,6,1,3,1,1,7,17,3,1962,NA,3,1,2.5,1,1,3,3,4,NA,62,NA,6,NA,1962,1,"686763_1",1305,"B",4.62976268784856,-1.70357063972739,-2.0369039727577
"215258",686763,2,2020,17,NA,2,2,1,57,4,3,2,NA,1,0,4,3,2,0,0,1,1,3,1,2,7,17,3,1963,NA,3,0,2.5,1,1,3,3,4,NA,NA,NA,1,NA,1963,2,"686763_2",1306,"B",-22.4574454050632,-9.79077873841477,-9.12411207174906
"215259",686763,3,2020,17,NA,2,3,1,24,1,5,NA,NA,3,6,4,3,NA,0,0,7,1,NA,2,3,7,17,3,1996,NA,NA,0,2.5,0,0,3,3,4,NA,NA,NA,10,NA,1996,3,"686763_3",1307,"B",4.82372992762361,-1.50959945567532,-1.84293258111211
"215260",686763,4,2020,17,NA,2,3,1,19,1,4,NA,NA,3,6,4,3,NA,0,0,7,1,NA,2,4,7,16,3,2001,NA,NA,0,2.5,1,1,3,3,4,NA,NA,NA,10,NA,2001,4,"686763_4",1308,"B",0.308161358874777,-3.47168415227126,-3.6706233897
"215301",686806,1,2020,12,NA,3,1,2,52,4,2,NA,NA,3,4,3,2,NA,1,1,7,3,NA,3,1,7,18,3,1968,NA,NA,1,1.5,1,0,2,1,2,NA,NA,NA,10,NA,1968,2,"686806_2",1309,"B",-16.1942616036003,-4.02276507866146,-3.38215999840152
"215302",686806,2,2020,12,NA,3,3,1,28,1,4,2,NA,3,5,3,2,6,0,0,7,3,8,2,2,7,12,2,1992,NA,9,0,1.5,1,1,2,1,2,NA,NA,NA,10,1,1992,3,"686806_3",1310,"B",-0.513440367025152,-6.84675145800017,-7.18008362068306
"215352",686831,1,2020,15,NA,1,1,2,88,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,4,1,7,15,3,1932,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1932,2,"686831_2",1311,"B",-2.63587251874012,-8.969205020495,-9.30253831006105
"215427",686863,1,2020,15,NA,1,1,2,85,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,4,1,7,15,3,1935,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1935,2,"686863_2",1312,"B",-22.3382611571402,-10.2876431975107,-9.65340014700387
"215461",686866,1,2020,15,NA,1,1,2,52,4,3,2,NA,1,0,4,3,6,1,1,2,1,8,1,1,7,15,3,1968,NA,9,0,2.5,1,1,4,4,4,NA,65,NA,2,NA,1968,1,"686866_1",1313,"B",4.67562793092208,-1.65318571235788,-1.98628116726735
"215462",686866,2,2020,15,NA,1,2,1,57,4,3,2,NA,1,0,4,3,4,0,0,1,1,5,1,2,7,15,3,1963,NA,5,1,2.5,1,1,4,4,4,NA,NA,NA,1,NA,1963,2,"686866_2",1314,"B",-13.2158354047735,-0.549272246675837,0.117388972171407
"215463",686866,3,2020,15,NA,1,3,1,29,1,3,2,NA,1,0,4,3,2,0,0,1,1,2,2,3,7,15,3,1991,NA,2,0,2.5,1,1,4,4,4,NA,NA,NA,1,NA,1991,3,"686866_3",1315,"B",4.17031285895464,-2.14683278034162,-2.47931412977826
"215464",686866,4,2020,15,NA,1,3,1,26,1,3,2,NA,1,0,4,3,2,0,0,1,1,2,2,4,7,15,3,1994,NA,2,0,2.5,1,1,4,4,4,NA,NA,NA,1,NA,1994,4,"686866_4",1316,"B",3.29386853287438,-2.91981487954745,-3.24685084862229
"215583",686913,1,2020,15,NA,1,1,1,80,5,2,NA,NA,3,4,4,3,NA,1,1,7,1,NA,1,1,7,15,3,1940,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1940,1,"686913_1",1317,"B",2.56175012521424,-3.04743415204866,-3.34265437716776
"215584",686913,2,2020,15,NA,1,2,2,67,5,3,NA,NA,3,2,4,3,NA,0,0,7,1,NA,1,NA,7,NA,NA,1953,NA,NA,0,1.5,0,0,1,0,2,1,NA,NA,10,NA,1953,3,"686913_3",1318,"B",2.73455967012254,-2.3382249891212,-2.37779168194227
"215812",687007,1,2020,9,NA,4,1,2,87,5,2,NA,NA,3,4,3,2,NA,1,1,7,3,NA,4,1,7,15,3,1933,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1933,1,"687007_1",1319,"B",-19.4956196069234,-6.82911441823583,-6.16245625041017
"215847",687018,1,2020,9,NA,3,1,2,88,5,2,NA,NA,3,4,3,2,NA,1,1,7,2,NA,4,1,7,9,2,1932,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1932,2,"687018_2",1320,"B",2.5728865542007,-3.76044676824037,-4.09378010100043
"215880",687022,1,2020,9,NA,3,1,2,55,4,4,2,NA,1,0,3,2,6,1,1,2,2,8,1,1,7,9,2,1965,NA,9,0,1.5,1,1,2,2,2,NA,65,NA,2,NA,1965,1,"687022_1",1321,"B",-0.380486584396693,-6.71381991670673,-7.0471532499862
"215881",687022,2,2020,9,NA,3,2,1,56,4,4,2,NA,1,0,3,2,3,0,0,1,2,4,1,2,7,9,2,1964,NA,4,1,1.5,1,1,2,2,2,NA,NA,NA,1,NA,1964,2,"687022_2",1322,"B",-12.0910866332718,-1.36307625148142,-0.798444126124028
"215973",687039,1,2020,20,NA,1,1,2,88,5,2,NA,NA,3,2,5,3,NA,1,1,7,1,NA,4,1,7,20,3,1932,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1932,1,"687039_1",1323,"B",-21.2279486819839,-8.64972798867828,-7.98771637324115
"216059",687056,1,2020,5,NA,2,1,1,72,5,3,NA,NA,3,4,2,1,NA,1,1,7,1,NA,4,1,7,5,1,1948,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,9,1948,1,"687056_1",1324,"B",-7.4163256015906,-10.188066048062,-10.3339471241921
"216114",687070,1,2020,5,NA,4,1,1,59,4,3,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,2,7,5,1,1961,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1961,2,"687070_2",1325,"B",-22.6878213449019,-10.0222322215007,-9.35562226763745
"216115",687070,2,2020,5,NA,4,2,2,56,4,3,NA,NA,3,2,2,1,NA,0,0,7,3,NA,1,1,7,5,1,1964,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1964,3,"687070_3",1326,"B",1.29952409569446,-4.44499062256806,-4.74733350247661
"216425",687157,1,2020,20,NA,1,1,1,75,5,1,NA,NA,3,4,5,3,NA,1,1,7,1,NA,2,1,7,20,3,1945,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1945,1,"687157_1",1327,"B",-3.87426967000006,-10.2076020564033,-10.5409353398982
"216455",687164,2,2020,20,NA,1,2,2,72,5,2,NA,NA,3,4,5,3,NA,0,0,7,1,NA,4,1,7,20,3,1948,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,NA,1948,1,"687164_1",1329,"B",-1.11931511718683,-7.1316779359046,-7.44811808425816
"216454",687164,1,2020,20,NA,1,1,1,69,5,2,NA,NA,3,4,5,3,NA,1,1,7,1,NA,4,2,7,20,3,1951,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1951,2,"687164_2",1328,"B",-10.2256305084492,-5.27935908957368,-5.01902901489602
"216826",687250,1,2020,8,NA,4,1,1,70,5,5,NA,NA,3,4,2,1,NA,1,1,7,3,NA,1,1,7,8,1,1950,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1950,1,"687250_1",1330,"B",-3.74005317773029,-10.0733394504301,-10.406670306888
"216827",687250,2,2020,8,NA,4,2,2,70,5,5,NA,NA,3,4,2,1,NA,0,0,7,3,NA,1,2,7,8,1,1950,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,3,1950,2,"687250_2",1331,"B",-1.02872118611827,-0.111236507369665,-0.0629478400671069
"216942",687287,1,2020,20,NA,1,1,2,66,5,3,NA,NA,3,4,5,3,NA,1,1,7,1,NA,4,1,7,20,3,1954,NA,NA,0,2.3,1,0,2,1,4,NA,NA,NA,10,NA,1954,1,"687287_1",1332,"B",-11.2532551550515,1.40718812734751,2.07352724747377
"216943",687287,2,2020,20,NA,1,3,2,45,3,4,NA,NA,3,5,5,3,NA,0,0,7,1,NA,1,3,7,20,3,1975,NA,NA,0,2.3,0,0,2,1,4,NA,NA,NA,10,1,1975,3,"687287_3",1333,"B",0.864626672889595,-5.46869712862744,-5.80202996028623
"216945",687287,4,2020,20,NA,1,4,1,11,1,2,NA,NA,3,6,5,3,NA,0,0,7,1,NA,2,5,7,20,3,2009,NA,NA,0,2.3,0,0,2,1,4,NA,NA,NA,10,NA,2009,5,"687287_5",1335,"B",4.08261132412187,-1.86917248604249,-2.18242426552482
"216944",687287,3,2020,20,NA,1,4,1,40,2,3,2,NA,2,0,5,3,6,0,0,6,1,8,1,4,7,20,3,1980,NA,8,1,2.3,1,1,2,1,4,NA,NA,NA,7,NA,1980,6,"687287_6",1334,"B",-8.72489180285336,-4.41685508624937,-4.19011631169127
"216972",687291,1,2020,20,NA,1,1,2,73,5,4,NA,NA,3,2,5,3,NA,1,0,7,1,NA,1,1,7,20,3,1947,NA,NA,0,1.5,0,0,1,0,2,NA,NA,NA,10,NA,1947,1,"687291_1",1336,"B",-1.67897505792194,-8.01151874104359,-8.34481051383947
"216973",687291,2,2020,20,NA,1,2,1,67,5,3,NA,NA,3,4,5,3,NA,0,1,7,1,NA,1,2,7,20,3,1953,NA,NA,1,1.5,1,0,1,0,2,NA,NA,NA,10,1,1953,2,"687291_2",1337,"B",2.63242317426911,-3.50080333128273,-3.82360472631177
"217038",687304,2,2020,15,NA,1,4,1,34,2,4,2,NA,1,0,4,3,2,0,1,1,1,2,2,2,7,15,3,1986,NA,2,1,1.5,1,1,1,1,2,NA,NA,NA,1,NA,1986,5,"687304_5",1339,"B",2.59742292205483,-3.73591041032649,-4.06924374360972
"217037",687304,1,2020,15,NA,1,1,2,21,1,4,NA,NA,3,6,4,3,NA,1,0,7,1,NA,2,3,7,15,3,1999,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,NA,1999,6,"687304_6",1338,"B",-2.02081581754359,-8.35414915087672,-8.68748248421005
"217108",687321,1,2020,20,NA,1,1,2,46,3,4,NA,NA,3,2,5,3,NA,1,0,7,1,NA,1,1,7,20,3,1974,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,1974,1,"687321_1",1340,"B",3.15427875262257,-3.1774162828894,-3.51066339002161
"217109",687321,2,2020,20,NA,1,2,1,48,3,4,2,NA,1,0,5,3,6,0,1,3,1,8,1,2,7,20,3,1972,NA,9,1,2.3,1,1,1,1,4,NA,NA,NA,3,NA,1972,2,"687321_2",1341,"B",2.33588978997888,-3.99744353957266,-4.33077687270695
"217110",687321,3,2020,20,NA,1,3,2,14,1,3,NA,NA,3,6,5,3,NA,0,0,7,1,NA,2,3,7,20,3,2006,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,2006,3,"687321_3",1342,"B",-3.11571425372211,-1.05153075039286,-0.942889513375533
"217111",687321,4,2020,20,NA,1,3,2,12,1,2,NA,NA,3,6,5,3,NA,0,0,7,1,NA,2,4,7,20,3,2008,NA,NA,0,2.3,0,0,1,1,4,NA,NA,NA,10,NA,2008,4,"687321_4",1343,"B",1.83381846187763,-4.4995148714557,-4.83284820478904
"217188",687328,1,2020,20,NA,1,1,2,76,5,3,NA,NA,3,4,5,3,NA,1,1,7,1,NA,2,3,7,20,3,1944,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1944,3,"687328_3",1344,"B",-10.3392828154607,-2.84975845341669,-2.45557296067753
"217359",687404,1,2020,3,NA,5,1,1,70,5,5,2,NA,3,4,1,1,6,1,1,7,4,8,1,1,7,3,1,1950,NA,9,1,1.5,1,1,2,1,2,NA,NA,NA,10,5,1950,1,"687404_1",1345,"B",-12.5534933375814,0.113168007372186,0.779834393948691
"217360",687404,2,2020,3,NA,5,2,2,66,5,4,NA,NA,3,4,1,1,NA,0,0,7,4,NA,1,2,7,3,1,1954,NA,NA,0,1.5,1,0,2,1,2,NA,NA,NA,10,3,1954,2,"687404_2",1346,"B",0.872667012974063,-5.46022552517463,-5.79353565876141
"218023",687685,1,2020,5,NA,2,1,2,76,5,2,NA,NA,3,4,2,1,NA,1,1,7,1,NA,4,1,7,5,1,1944,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,NA,1944,1,"687685_1",1347,"B",6.31212017170171,-0.0212106607399887,-0.354543862447446
"218090",687699,1,2020,7,NA,1,1,1,58,4,5,2,NA,1,0,1,1,6,1,1,3,1,8,1,1,7,15,3,1962,NA,9,1,2,1,1,2,2,3,NA,60,NA,3,NA,1962,1,"687699_1",1348,"B",-22.5617817958967,-9.89512960581962,-9.22846370107872
"218091",687699,2,2020,7,NA,1,2,2,57,4,5,2,NA,1,0,1,1,6,0,0,2,1,8,1,2,7,15,3,1963,NA,9,0,2,1,1,2,2,3,NA,65,NA,2,NA,1963,2,"687699_2",1349,"B",2.34209052324873,-3.99124280187423,-4.32457613477544
"218092",687699,3,2020,7,NA,1,3,2,25,1,5,NA,NA,3,1,1,1,NA,0,0,7,1,NA,2,4,7,7,1,1995,NA,NA,0,2,0,0,2,2,3,NA,NA,NA,10,NA,1995,4,"687699_4",1350,"B",2.72035801029126,-3.61297532108252,-3.94630865431272
"218188",687849,1,2020,20,NA,1,1,1,50,3,3,NA,NA,3,5,5,3,NA,1,0,7,1,NA,2,1,7,20,3,1970,NA,NA,0,1.5,0,0,1,1,2,NA,NA,NA,10,1,1970,3,"687849_3",1351,"B",0.194913287502716,-5.52152468639266,-5.82238984291347
"218189",687849,2,2020,20,NA,1,4,1,48,3,3,2,NA,1,0,5,3,2,0,1,1,1,2,2,3,7,20,3,1972,NA,2,1,1.5,1,1,1,1,2,NA,NA,NA,1,NA,1972,4,"687849_4",1352,"B",-1.61024847119375,-7.89818933102301,-8.2291335868035
"218357",687892,1,2020,20,NA,1,1,2,79,5,2,NA,NA,3,4,5,3,NA,1,1,7,1,NA,2,1,7,20,3,1941,NA,NA,1,1,1,0,1,0,1,NA,NA,NA,10,1,1941,3,"687892_3",1353,"B",3.71663688889932,-2.61669644443392,-2.95002977776725
"218532",687934,1,2020,1,NA,5,1,1,44,3,3,NA,NA,3,5,1,1,NA,1,0,7,4,NA,1,1,7,NA,NA,1976,NA,NA,0,2.9,0,0,1,1,6,1,NA,NA,10,1,1976,1,"687934_1",1354,"B",-3.9913506752663,-10.3197922505852,-10.6528681229704
"218533",687934,2,2020,1,NA,5,2,2,40,2,3,NA,NA,3,1,1,1,NA,0,1,7,4,NA,1,2,7,NA,NA,1980,NA,NA,1,2.9,1,1,1,1,6,1,NA,NA,10,NA,1980,2,"687934_2",1355,"B",3.21272454291658,-3.12060879037255,-3.45394212370356
"218534",687934,3,2020,1,NA,5,3,2,17,1,3,NA,NA,3,6,1,1,NA,0,0,7,4,NA,2,3,7,1,1,2003,NA,NA,0,2.9,0,0,1,1,6,NA,NA,NA,10,NA,2003,3,"687934_3",1356,"B",1.00635468369805,-5.32136072670196,-5.65439837988091
"218535",687934,4,2020,1,NA,5,3,2,8,1,2,NA,NA,3,6,1,1,NA,0,0,7,4,NA,2,4,7,1,1,2012,NA,NA,0,2.9,0,0,1,1,6,NA,NA,NA,10,NA,2012,4,"687934_4",1357,"B",-21.3689953763484,-8.72161577734263,-8.05596421950023
"218536",687934,5,2020,1,NA,5,3,2,7,1,1,NA,NA,3,6,1,1,NA,0,0,7,4,NA,2,5,7,1,1,2013,NA,NA,0,2.9,0,0,1,1,6,NA,NA,NA,10,NA,2013,5,"687934_5",1358,"B",1.86956918485387,-4.19023693725094,-4.50917410157225
"218537",687934,6,2020,1,NA,5,3,1,4,1,1,NA,NA,3,7,1,1,NA,0,0,7,4,NA,2,6,7,1,1,2016,NA,NA,0,2.9,0,0,1,1,6,NA,NA,NA,10,NA,2016,6,"687934_6",1359,"B",0.481382647321582,-5.85194790042652,-6.1852810871501
"218587",687938,2,2020,15,NA,4,2,1,61,4,3,NA,NA,3,5,4,3,NA,0,0,7,3,NA,1,NA,7,15,3,1959,NA,NA,0,3,0,0,1,1,5,NA,NA,NA,10,1,1959,10,"687938_10",1361,"B",-2.96465890919451,-5.47097409215832,-5.47495516334259
"218588",687938,3,2020,15,NA,4,3,1,23,1,3,NA,NA,3,5,4,3,NA,0,0,7,3,NA,2,NA,7,15,3,1997,NA,NA,0,3,0,0,1,1,5,NA,NA,NA,10,1,1997,11,"687938_11",1362,"B",-1.87579622658031,-5.11076898576483,-5.12790314197085
"218586",687938,1,2020,15,NA,4,1,2,59,4,2,NA,NA,3,2,4,3,NA,1,1,7,3,NA,1,1,7,15,3,1961,NA,NA,0,3,0,0,1,1,5,NA,NA,NA,10,NA,1961,2,"687938_2",1360,"B",-16.7810382453327,-4.66984499250706,-4.03241376867414
"218589",687938,4,2020,15,NA,4,3,1,20,1,3,2,NA,1,0,4,3,2,0,0,1,3,3,2,2,7,15,3,2000,NA,3,1,3,1,1,1,1,5,NA,NA,NA,1,NA,2000,8,"687938_8",1363,"B",-21.1470725446545,-8.90622309565149,-8.26196786149344
"218590",687938,5,2020,15,NA,4,3,2,17,1,3,NA,NA,3,1,4,3,NA,0,0,7,3,NA,2,3,7,15,3,2003,NA,NA,0,3,0,0,1,1,5,NA,NA,NA,10,NA,2003,9,"687938_9",1364,"B",-12.8593946037239,-0.193894577096321,0.472710687463024
"218725",687971,2,2020,9,NA,4,3,1,44,3,4,NA,NA,3,4,3,2,NA,0,0,7,3,NA,2,3,7,9,2,1976,NA,NA,0,2,1,0,3,1,3,NA,NA,NA,10,NA,1976,1,"687971_1",1366,"B",3.27293142002372,-2.15663170761686,-2.44239818801899
"218724",687971,1,2020,9,NA,4,1,2,77,5,3,NA,NA,3,4,3,2,NA,1,1,7,3,NA,4,1,7,10,2,1943,NA,NA,0,2,1,0,3,1,3,NA,NA,NA,10,NA,1943,3,"687971_3",1365,"B",-0.660064405910687,-6.99339766772431,-7.32673099729345
"218726",687971,3,2020,9,NA,4,3,1,44,3,4,2,NA,1,0,3,2,2,0,0,1,3,2,3,4,7,9,2,1976,NA,2,1,2,1,1,3,1,3,NA,NA,NA,1,NA,1976,5,"687971_5",1367,"B",-4.28920469212763,-8.25248500723865,-8.46107870803396
"218804",687987,1,2020,5,NA,2,1,1,61,4,3,2,NA,1,0,2,1,2,1,1,1,1,2,1,1,7,NA,NA,1959,NA,2,1,2.5,1,1,2,2,4,2,65,NA,1,NA,1959,1,"687987_1",1368,"B",-0.146447708240888,-6.47978104157422,-6.81311437490755
"218805",687987,2,2020,5,NA,2,2,2,53,4,4,2,NA,3,5,2,1,6,0,0,7,1,8,1,2,7,NA,NA,1967,NA,9,0,2.5,1,1,2,2,4,2,NA,NA,10,1,1967,2,"687987_2",1369,"B",1.16409371710007,-5.14860043405088,-5.48084749463778
"218806",687987,3,2020,5,NA,2,3,1,17,1,3,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,3,7,5,1,2003,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2003,3,"687987_3",1370,"B",-21.348454698778,-10.9821382715937,-10.436542670163
"218807",687987,4,2020,5,NA,2,3,1,17,1,3,NA,NA,3,6,2,1,NA,0,0,7,1,NA,2,4,7,5,1,2003,NA,NA,0,2.5,0,0,2,2,4,NA,NA,NA,10,NA,2003,4,"687987_4",1371,"B",0.133508253245682,-6.19982507998042,-6.53315841330811
"218835",687990,1,2020,5,NA,2,1,1,77,5,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,2,1,7,5,1,1943,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,1,1943,1,"687990_1",1372,"B",-5.50761664257125,-11.6976976491583,-12.0234913863471
"218836",687990,2,2020,5,NA,2,4,1,81,5,3,NA,NA,3,4,2,1,NA,0,0,7,1,NA,2,2,7,5,1,1939,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,1,1939,3,"687990_3",1373,"B",1.06378197394496,-5.26955135938837,-5.60288469272171
"219236",688123,1,2020,20,NA,1,1,1,81,5,3,NA,NA,3,4,5,3,NA,1,1,7,1,NA,1,2,7,20,3,1939,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,2,1939,2,"688123_2",1374,"B",0.870674342469344,-4.24206027858137,-4.51115157442614
"219237",688123,2,2020,20,NA,1,2,2,78,5,3,NA,NA,3,4,5,3,NA,0,0,7,1,NA,1,1,7,20,3,1942,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,8,1942,3,"688123_3",1375,"B",-5.47920800952323,-3.95776137686397,-3.87768523830295
"219502",688194,1,2020,6,NA,2,1,1,74,5,4,NA,NA,3,4,2,1,NA,1,1,7,1,NA,1,1,7,16,3,1946,NA,NA,1,1.5,1,0,2,0,2,NA,NA,NA,10,5,1946,1,"688194_1",1376,"B",3.10991180709446,-2.2597377089625,-2.54235084138655
"219503",688194,2,2020,6,NA,2,2,2,74,5,5,NA,NA,3,4,2,1,NA,0,0,7,1,NA,1,2,7,16,3,1946,NA,NA,0,1.5,1,0,2,0,2,NA,NA,NA,10,3,1946,2,"688194_2",1377,"B",2.98067525718734,-3.20375648357772,-3.52925289098641
"219760",688250,1,2020,15,NA,1,1,1,64,4,3,2,NA,1,0,4,3,2,1,1,1,1,3,1,2,7,15,3,1956,NA,3,1,1.5,1,1,2,2,2,NA,67,NA,1,NA,1956,1,"688250_1",1378,"B",4.83638740183314,-1.49694593150016,-1.83027926483349
"219761",688250,2,2020,15,NA,1,2,2,58,4,3,2,NA,2,0,4,3,3,0,0,6,1,4,1,1,7,15,3,1962,NA,4,0,1.5,1,1,2,2,2,NA,NA,NA,8,NA,1962,2,"688250_2",1379,"B",-15.5335908506945,-2.87679938695465,-2.21065246781045
