"","NQUEST","NORD","ANNO","IREG","IPROV","ACOM5","PAR","SESSO","ETA","ETA5","STUDIO","SETTP3","QUALP7","QUALP3","NONOC","AREA5","AREA3","SETTP7","CFDIC","CFEUR","QUALP7N","ACOM4C","SETTP9","STACIV","NORDP","NINTPRE","NASCREG","NASCAREA","ANASC","QUALP10","SETTP11","CFRED","NEQU","PERC","PERL","NPERC","NPERL","NCOMP","ENASC2","etapen","asnonoc","QUALP10N","ASNONOC2","ANASCI","NORDC","ID","localIndex","source","X1","X2","X3"
"283940",890231,2,2016,15,NA,4,2,2,49,3,3,3,NA,3,2,4,3,7,0,0,7,3,9,1,2,1,15,3,1967,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1967,2,"890231_2",7196,"A",-0.209900312471328,0.485880879236588,0.0862164237461814
"283941",890231,3,2016,15,NA,4,3,2,24,1,4,3,NA,3,1,4,3,7,0,0,7,3,9,2,3,1,15,3,1992,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1992,3,"890231_3",7197,"A",0.130693863864175,-0.763684344078265,0.327554030376249
"283942",890231,4,2016,15,NA,4,3,1,21,1,4,2,NA,1,0,4,3,6,0,0,2,3,8,2,4,1,15,3,1995,2,9,0,2.5,1,1,2,2,4,NA,NA,NA,NA,NA,1995,4,"890231_4",7198,"A",1.51749132569539,0.70365916607797,-0.426276590694969
"283970",890259,1,2016,19,NA,4,1,2,59,4,2,2,NA,1,0,5,3,6,1,1,1,3,8,1,1,1,19,3,1957,1,8,1,1,1,1,1,1,1,NA,65,NA,NA,NA,1957,1,"890259_1",7199,"A",-1.54102285704471,4.88464570494687,-0.178532631802617
"284023",890419,1,2016,8,NA,2,1,1,81,5,5,3,NA,3,4,2,1,7,1,1,7,1,9,1,1,1,4,1,1935,10,11,1,1.5,1,0,2,0,2,NA,NA,5,NA,NA,1935,1,"890419_1",7200,"A",1.59495922764129,-1.65611138303531,0.324232516784698
"284024",890419,2,2016,8,NA,2,2,2,81,5,5,3,NA,3,4,2,1,7,0,0,7,1,9,1,2,1,4,1,1935,10,11,0,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1935,2,"890419_2",7201,"A",-0.316871906136064,-1.43367806411099,-0.66666573770522
"284041",890532,1,2016,1,NA,4,1,1,67,5,5,3,NA,3,4,1,1,7,1,1,7,3,9,1,1,1,19,3,1949,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1949,1,"890532_1",7202,"A",0.848097293053962,3.26396693870766,-0.666066747936983
"284069",890573,1,2016,20,NA,3,1,2,60,4,4,2,NA,1,0,5,3,6,1,1,1,3,8,3,1,1,19,3,1956,1,9,1,1,1,1,1,1,1,NA,70,NA,NA,NA,1956,1,"890573_1",7203,"A",-0.147105358941262,0.0983264747696441,0.333333333056387
"284072",890579,1,2016,20,NA,3,1,1,77,5,4,3,NA,3,4,5,3,7,1,1,7,3,9,1,1,1,20,3,1939,10,11,1,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1939,1,"890579_1",7204,"A",-1.60885383908052,2.20324248222171,-0.511851553527013
"284073",890579,2,2016,20,NA,3,2,2,78,5,3,3,NA,3,2,5,3,7,0,0,7,3,9,1,2,1,20,3,1938,10,11,0,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1938,2,"890579_2",7205,"A",-0.116643050844683,-0.466606703833885,0.332992179226946
"284159",890862,1,2016,16,NA,4,1,2,39,2,5,2,NA,2,0,4,3,3,1,1,6,3,4,1,1,1,16,3,1977,7,4,0,3.1,1,1,4,4,6,NA,65,NA,NA,NA,1977,1,"890862_1",7206,"A",0.614230849124323,-1.81908495554886,0.333323848808049
"284160",890862,2,2016,16,NA,4,4,1,65,4,5,2,NA,2,0,4,3,3,0,0,5,3,4,1,2,1,16,3,1951,5,4,0,3.1,1,1,4,4,6,NA,NA,NA,NA,NA,1951,2,"890862_2",7207,"A",-0.316282495876731,1.47436826394269,-0.157275055571263
"284164",890862,6,2016,16,NA,4,4,2,27,1,5,2,NA,1,0,4,3,6,0,0,2,3,8,2,3,1,16,3,1989,2,9,0,3.1,1,1,4,4,6,NA,NA,NA,NA,NA,1989,3,"890862_3",7211,"A",1.28991994468165,-0.699637870960743,0.333302199272094
"284161",890862,3,2016,16,NA,4,4,2,61,4,5,2,NA,1,0,4,3,6,0,0,2,3,8,1,4,1,16,3,1955,2,9,1,3.1,1,1,4,4,6,NA,NA,NA,NA,NA,1955,4,"890862_4",7208,"A",-0.0295441417661359,-6.39989764541702,0.33333332837212
"284163",890862,5,2016,16,NA,4,3,2,3,1,1,3,NA,3,7,4,3,7,0,0,7,3,9,2,5,1,16,3,2013,10,11,0,3.1,0,0,4,4,6,NA,NA,NA,NA,NA,2013,5,"890862_5",7210,"A",-1.44819221383644,4.48965425834316,0.33332900175162
"284162",890862,4,2016,16,NA,4,3,1,3,1,1,3,NA,3,7,4,3,7,0,0,7,3,9,2,6,1,16,3,2013,10,11,0,3.1,0,0,4,4,6,NA,NA,NA,NA,NA,2013,6,"890862_6",7209,"A",1.51070240345179,3.2664078776841,-0.661642134113976
"284175",890869,1,2016,16,NA,4,1,2,50,3,1,3,NA,3,2,4,3,7,1,1,7,3,9,1,1,1,16,3,1966,10,11,0,2,0,0,1,0,3,NA,NA,NA,NA,NA,1966,1,"890869_1",7212,"A",0.491332342218639,0.696399575409795,0.182064131348802
"284176",890869,2,2016,16,NA,4,2,1,53,4,2,3,NA,3,5,4,3,7,0,0,7,3,9,1,2,1,16,3,1963,10,11,1,2,1,0,1,0,3,NA,NA,1,NA,NA,1963,2,"890869_2",7213,"A",-0.297404591890626,-0.676873344036017,-0.666581278568454
"284177",890869,3,2016,16,NA,4,3,2,25,1,3,3,NA,3,2,4,3,7,0,0,7,3,9,2,3,1,16,3,1991,10,11,0,2,0,0,1,0,3,NA,NA,NA,NA,NA,1991,3,"890869_3",7214,"A",-0.414483060753651,0.285518290122481,0.333332711828036
"284187",890871,1,2016,16,NA,4,1,2,64,4,1,3,NA,3,2,4,3,7,1,0,7,3,9,1,1,1,16,3,1952,10,11,0,2,0,0,1,0,3,NA,NA,NA,NA,NA,1952,1,"890871_1",7215,"A",-0.159512811396057,-0.928931186428045,-0.452936389670081
"284188",890871,2,2016,16,NA,4,2,1,69,5,1,3,NA,3,4,4,3,7,0,1,7,3,9,1,2,1,16,3,1947,10,11,1,2,1,0,1,0,3,NA,NA,1,NA,NA,1947,2,"890871_2",7216,"A",-0.788955266123492,-2.27560217431213,0.0429400924626205
"284189",890871,3,2016,16,NA,4,3,1,36,2,2,3,NA,3,5,4,3,7,0,0,7,3,9,2,3,1,16,3,1980,10,11,0,2,0,0,1,0,3,NA,NA,1,NA,NA,1980,3,"890871_3",7217,"A",-0.447492681592889,-1.0054948857643,0.333317380258698
"284201",890880,1,2016,16,NA,4,1,2,28,1,5,3,NA,3,1,4,3,7,1,1,7,3,9,2,1,1,16,3,1988,10,11,0,2,1,1,2,2,3,NA,NA,NA,NA,NA,1988,1,"890880_1",7218,"A",-0.28729870577195,-4.37004505494999,0.292806071617092
"284203",890880,3,2016,16,NA,4,4,2,63,4,2,3,NA,3,2,4,3,7,0,0,7,3,9,1,3,1,16,3,1953,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,1953,3,"890880_3",7220,"A",0.877404493083912,-2.64377985766115,0.333333333331707
"284202",890880,2,2016,16,NA,4,4,2,34,2,4,2,NA,1,0,4,3,4,0,0,2,3,5,2,NA,1,16,3,1982,2,5,1,2,1,1,2,2,3,NA,NA,NA,NA,NA,1982,4,"890880_4",7219,"A",-0.520515796797693,-1.18826702328378,0.33333332791395
"284209",890910,1,2016,12,NA,4,1,1,80,5,3,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,1,12,2,1936,10,11,1,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1936,1,"890910_1",7221,"A",0.719678048814538,6.66602137385328,-0.36703391438527
"284210",890910,2,2016,12,NA,4,2,2,77,5,4,3,NA,3,4,3,2,7,0,0,7,3,9,1,2,1,12,2,1939,10,11,0,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1939,2,"890910_2",7222,"A",-0.362649160021909,1.20147749038754,0.333307707096927
"284217",890913,1,2016,12,NA,4,1,1,84,5,2,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,1,13,3,1932,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1932,1,"890913_1",7223,"A",-0.180764191767826,5.04834940010762,0.332249568160536
"284218",890913,2,2016,12,NA,4,2,2,76,5,2,3,NA,3,2,3,2,7,0,0,7,3,9,1,2,1,13,3,1940,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1940,2,"890913_2",7224,"A",2.13900418444217,-0.69885935647664,0.330645959076034
"284223",890916,1,2016,12,NA,4,1,2,95,5,2,3,NA,3,4,3,2,7,1,1,7,3,9,4,1,1,12,2,1921,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1921,1,"890916_1",7225,"A",-0.568534539809529,1.1920337498615,-0.642887482546058
"284237",890963,1,2016,2,NA,3,1,1,75,5,5,3,NA,3,4,1,1,7,1,1,7,2,9,1,1,1,2,1,1941,10,11,1,1.5,1,0,2,0,2,NA,NA,5,NA,NA,1941,1,"890963_1",7226,"A",0.368812195225435,0.0205335462262034,0.265917906455538
"284238",890963,2,2016,2,NA,3,2,2,72,5,4,3,NA,3,4,1,1,7,0,0,7,2,9,1,2,1,2,1,1944,10,11,0,1.5,1,0,2,0,2,NA,NA,3,NA,NA,1944,2,"890963_2",7227,"A",0.564488228874816,-2.4319795088469,-0.594150128557603
"284244",890970,1,2016,2,NA,3,1,1,76,5,5,3,NA,3,4,1,1,7,1,1,7,2,9,1,1,1,2,1,1940,10,11,1,1.5,1,0,2,0,2,NA,NA,5,NA,NA,1940,1,"890970_1",7228,"A",0.265119353153257,1.53496738446553,-0.168242275354303
"284245",890970,2,2016,2,NA,3,2,2,76,5,5,3,NA,3,4,1,1,7,0,0,7,2,9,1,2,1,2,1,1940,10,11,0,1.5,1,0,2,0,2,NA,NA,2,NA,NA,1940,2,"890970_2",7229,"A",0.112549741099836,1.0746682627286,0.296302996942722
"284263",891013,1,2016,12,NA,4,1,2,82,5,1,3,NA,3,4,3,2,7,1,1,7,3,9,4,1,1,12,2,1934,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1934,1,"891013_1",7230,"A",1.37789075981588,-3.30173952469991,-0.658261427148103
"284270",891023,1,2016,12,NA,4,1,2,80,5,2,3,NA,3,2,3,2,7,1,0,7,3,9,1,1,1,12,2,1936,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1936,1,"891023_1",7231,"A",0.97869010908068,-5.9641748588913,-0.0314001953785122
"284271",891023,2,2016,12,NA,4,2,1,83,5,2,3,NA,3,4,3,2,7,0,1,7,3,9,1,2,1,5,1,1933,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1933,2,"891023_2",7232,"A",0.526241101482828,0.248244251077791,0.333333329950141
"284274",891027,1,2016,12,NA,4,1,2,48,3,3,2,NA,1,0,3,2,6,1,1,1,3,8,3,1,1,NA,NA,1968,1,8,1,1.5,1,1,1,1,2,1,70,NA,NA,NA,1968,1,"891027_1",7233,"A",0.208412960924837,5.26139812212733,-0.47477778698473
"284275",891027,2,2016,12,NA,4,3,1,15,1,3,3,NA,3,6,3,2,7,0,0,7,3,9,2,2,1,12,2,2001,10,11,0,1.5,0,0,1,1,2,NA,NA,NA,NA,NA,2001,2,"891027_2",7234,"A",-0.817394664725764,4.38374895256687,0.332323873238055
"284280",891031,1,2016,12,NA,4,1,1,30,1,4,3,NA,3,5,3,2,7,1,1,7,3,9,2,1,1,12,2,1986,10,11,1,1,1,0,1,0,1,NA,NA,1,NA,NA,1986,1,"891031_1",7235,"A",-0.0271866020654297,-4.20291801157021,0.333330750925498
"284287",891062,1,2016,12,NA,3,1,1,86,5,2,3,NA,3,4,3,2,7,1,1,7,3,9,1,1,1,15,3,1930,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1930,1,"891062_1",7236,"A",-0.8266196217853,-3.38649719679476,-0.0448461864066886
"284288",891062,2,2016,12,NA,3,2,2,86,5,2,3,NA,3,4,3,2,7,0,0,7,3,9,1,2,1,12,2,1930,10,11,0,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1930,2,"891062_2",7237,"A",0.179067782350501,0.135134011573714,0.333333333333332
"284294",891065,1,2016,12,NA,3,1,2,78,5,2,3,NA,3,4,3,2,7,1,1,7,3,9,4,1,1,12,2,1938,10,11,1,1,1,0,1,0,1,NA,NA,6,NA,NA,1938,1,"891065_1",7238,"A",0.191549047222476,-5.50988615259728,0.329540561633622
"284303",891073,1,2016,12,NA,3,1,1,66,5,3,2,NA,2,0,3,2,3,1,1,5,3,4,1,1,1,18,3,1950,5,4,1,1.5,1,1,2,1,2,NA,75,NA,NA,NA,1950,1,"891073_1",7239,"A",1.65066172785405,3.07836056458758,0.333333330716428
"284304",891073,2,2016,12,NA,3,2,2,65,4,3,3,NA,3,4,3,2,7,0,0,7,3,9,1,2,1,12,2,1951,10,11,0,1.5,1,0,2,1,2,NA,NA,NA,NA,NA,1951,2,"891073_2",7240,"A",0.25188300813046,1.36293837230484,-0.666666655717938
"284309",891082,1,2016,12,NA,3,1,2,43,3,3,2,NA,1,0,3,2,6,1,1,1,3,8,2,1,1,NA,NA,1973,1,9,1,1,1,1,1,1,1,1,70,NA,NA,NA,1973,1,"891082_1",7241,"A",-0.233117410477,-0.15996799604489,0.33330422678406
"284333",891161,1,2016,10,NA,1,1,2,83,5,2,3,NA,3,4,3,2,7,1,1,7,1,9,4,1,1,10,2,1933,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1933,1,"891161_1",7242,"A",-0.867727570147914,-1.73395326414844,0.333333332166343
"284353",891214,1,2016,12,NA,1,1,2,47,3,3,3,NA,3,2,3,2,7,1,0,7,1,9,1,1,1,12,2,1969,10,11,0,2.3,0,0,1,1,4,NA,NA,NA,NA,NA,1969,1,"891214_1",7243,"A",-1.38940029716305,3.72706735139214,-0.600663733638425
"284354",891214,2,2016,12,NA,1,2,1,47,3,4,NA,NA,1,0,3,2,NA,0,1,2,1,NA,1,2,1,12,2,1969,2,NA,1,2.3,1,1,1,1,4,NA,NA,NA,NA,NA,1969,2,"891214_2",7244,"A",-0.600026516252103,0.337276634463296,-0.666666666663267
"284355",891214,3,2016,12,NA,1,3,2,17,1,3,3,NA,3,6,3,2,7,0,0,7,1,9,2,3,1,12,2,1999,10,11,0,2.3,0,0,1,1,4,NA,NA,NA,NA,NA,1999,3,"891214_3",7245,"A",0.257809605521973,2.7005275842145,0.333333324734314
"284356",891214,4,2016,12,NA,1,3,1,12,1,2,3,NA,3,6,3,2,7,0,0,7,1,9,2,4,1,12,2,2004,10,11,0,2.3,0,0,1,1,4,NA,NA,NA,NA,NA,2004,4,"891214_4",7246,"A",1.67622225761042,-0.889331053070031,0.333305467652144
"284373",891270,1,2016,11,NA,3,1,1,67,5,4,3,NA,3,4,3,2,7,1,1,7,3,9,4,1,1,11,2,1949,10,11,1,1,1,0,1,0,1,NA,NA,2,NA,NA,1949,1,"891270_1",7247,"A",-1.86180502122777,-0.884437696083633,-0.64687223007187
"284386",891317,1,2016,10,NA,3,1,2,80,5,5,3,NA,3,4,3,2,7,1,1,7,2,9,1,1,1,10,2,1936,10,11,0,2,1,0,3,2,3,NA,NA,3,NA,NA,1936,1,"891317_1",7248,"A",-0.541317200101977,2.20744623364746,-0.440692006619069
"284387",891317,2,2016,10,NA,3,2,1,79,5,4,2,NA,2,0,3,2,6,0,0,5,2,7,1,2,1,10,2,1937,5,7,1,2,1,1,3,2,3,NA,NA,NA,NA,NA,1937,2,"891317_2",7249,"A",-0.746296478779761,-0.643581985039283,-0.632485299544685
"284388",891317,3,2016,10,NA,3,3,2,45,3,4,2,NA,1,0,3,2,3,0,0,2,2,4,2,3,1,10,2,1971,2,4,0,2,1,1,3,2,3,NA,NA,NA,NA,NA,1971,3,"891317_3",7250,"A",-0.112751640644986,5.03434895550127,0.333333316247044
"284394",891320,1,2016,10,NA,3,1,2,77,5,3,3,NA,3,4,3,2,7,1,1,7,2,9,1,1,1,10,2,1939,10,11,0,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1939,1,"891320_1",7251,"A",0.0299114177653087,0.978647566570607,-0.664554370429653
"284395",891320,2,2016,10,NA,3,2,1,78,5,3,3,NA,3,4,3,2,7,0,0,7,2,9,1,2,1,10,2,1938,10,11,1,1.5,1,0,2,0,2,NA,NA,8,NA,NA,1938,2,"891320_2",7252,"A",0.344023433542894,1.48762512962289,0.331898386165969
"284442",891415,1,2016,15,NA,4,1,2,85,5,1,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,1,15,3,1931,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1931,1,"891415_1",7253,"A",-1.02273864843678,-3.88451452881087,0.333333299354323
"284476",891435,1,2016,15,NA,4,1,2,66,5,4,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,1,15,3,1950,10,11,0,2.3,1,0,2,1,4,NA,NA,NA,NA,NA,1950,1,"891435_1",7254,"A",0.284867464176772,3.01718173577221,0.32777384809
"284477",891435,2,2016,15,NA,4,3,1,37,2,5,2,NA,1,0,4,3,6,0,0,2,3,8,1,NA,1,11,2,1979,2,9,1,2.3,1,1,2,1,4,NA,NA,NA,NA,NA,1979,3,"891435_3",7255,"A",0.909567003070361,1.97444667711695,0.333333333333316
"284478",891435,3,2016,15,NA,4,4,2,26,1,4,3,NA,3,6,4,3,7,0,0,7,3,9,1,NA,1,16,3,1990,10,11,0,2.3,0,0,2,1,4,NA,NA,NA,NA,NA,1990,4,"891435_4",7256,"A",-1.2074926706322,2.22099787832554,0.333314688217943
"284479",891435,4,2016,15,NA,4,4,1,0,1,1,3,NA,3,7,4,3,7,0,0,7,3,9,2,NA,1,15,3,2016,10,11,0,2.3,0,0,2,1,4,NA,NA,NA,NA,NA,2016,5,"891435_5",7257,"A",-0.0481750108961357,0.13120320520954,-0.0524263395873477
"284484",891447,2,2016,15,NA,4,2,2,50,3,4,2,NA,2,0,4,3,3,0,0,6,3,4,1,1,1,15,3,1966,8,4,0,2,1,1,2,2,3,NA,NA,NA,NA,NA,1966,1,"891447_1",7259,"A",0.642245649133744,-0.257187161937439,0.333333333319485
"284483",891447,1,2016,15,NA,4,1,1,50,3,5,2,NA,2,0,4,3,3,1,1,6,3,4,1,2,1,15,3,1966,8,4,1,2,1,1,2,2,3,NA,70,NA,NA,NA,1966,2,"891447_2",7258,"A",-0.312486092726649,-3.57807794250029,0.331184618136848
"284485",891447,3,2016,15,NA,4,3,2,16,1,3,3,NA,3,6,4,3,7,0,0,7,3,9,2,3,1,15,3,2000,10,11,0,2,0,0,2,2,3,NA,NA,NA,NA,NA,2000,3,"891447_3",7260,"A",0.465824495131588,-1.16544585516881,-0.665334943416512
"284500",891510,1,2016,13,NA,3,1,2,65,4,4,3,NA,3,2,4,3,7,1,1,7,3,9,4,1,1,13,3,1951,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1951,1,"891510_1",7261,"A",-0.171236901583834,2.52473712532749,0.323407971138638
"284535",891676,1,2016,19,NA,3,1,2,74,5,1,3,NA,3,4,5,3,7,1,1,7,3,9,1,1,1,19,3,1942,10,11,0,1.5,1,0,2,0,2,NA,NA,NA,NA,NA,1942,1,"891676_1",7262,"A",0.322121678620575,-3.86170484759713,0.333189347119812
"284536",891676,2,2016,19,NA,3,2,1,76,5,2,3,NA,3,4,5,3,7,0,0,7,3,9,1,2,1,19,3,1940,10,11,1,1.5,1,0,2,0,2,NA,NA,1,NA,NA,1940,2,"891676_2",7263,"A",-0.616967168009853,2.33099493622168,0.332653521718177
"284558",891688,1,2016,19,NA,3,1,1,57,4,3,3,NA,3,4,5,3,7,1,1,7,3,9,1,1,1,19,3,1959,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1959,1,"891688_1",7264,"A",1.29092587843205,1.86365701739944,-0.272834828989613
"284559",891688,2,2016,19,NA,3,2,2,54,4,2,3,NA,3,2,5,3,7,0,0,7,3,9,1,2,1,19,3,1962,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1962,2,"891688_2",7265,"A",0.0956359081970453,6.45382815808091,-0.666472700391201
"284574",891692,1,2016,19,NA,3,1,2,48,3,4,2,NA,2,0,5,3,3,1,1,6,3,4,1,1,1,19,3,1968,9,4,0,2.5,1,1,2,2,4,NA,67,NA,NA,NA,1968,1,"891692_1",7266,"A",0.351728812689873,-5.35517945909682,-0.241729518383909
"284575",891692,2,2016,19,NA,3,2,1,56,4,3,2,NA,2,0,5,3,6,0,0,6,3,8,1,2,1,19,3,1960,9,8,1,2.5,1,1,2,2,4,NA,NA,NA,NA,NA,1960,2,"891692_2",7267,"A",-0.529891099209761,-4.44081734474401,-0.36726698414396
"284577",891692,4,2016,19,NA,3,3,2,20,1,4,3,NA,3,6,5,3,7,0,0,7,3,9,2,3,1,19,3,1996,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1996,3,"891692_3",7269,"A",0.70660744542755,-0.163858260862237,0.274708008569039
"284576",891692,3,2016,19,NA,3,3,1,17,1,3,3,NA,3,6,5,3,7,0,0,7,3,9,2,4,1,19,3,1999,10,11,0,2.5,0,0,2,2,4,NA,NA,NA,NA,NA,1999,4,"891692_4",7268,"A",0.89743877408945,-0.885459213648185,0.333289266662095
"284591",891724,1,2016,9,NA,2,1,1,52,4,3,2,NA,1,0,3,2,2,1,1,1,1,2,1,1,1,9,2,1964,1,2,1,1.5,1,1,2,2,2,NA,67,NA,NA,NA,1964,1,"891724_1",7270,"A",-0.346694696475401,-2.98467548688921,-0.335410577768301
"284592",891724,2,2016,9,NA,2,2,2,44,3,3,2,NA,1,0,3,2,6,0,0,1,1,8,1,4,1,9,2,1972,1,8,0,1.5,1,1,2,2,2,NA,NA,NA,NA,NA,1972,4,"891724_4",7271,"A",0.295702056027786,-0.770332222759692,-0.664325914974546
"284594",891727,1,2016,9,NA,2,1,2,91,5,2,3,NA,3,2,3,2,7,1,1,7,1,9,4,1,1,9,2,1925,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1925,1,"891727_1",7272,"A",0.398160149397216,-8.75446409096112,0.115233058388785
"284599",891733,1,2016,9,NA,2,1,1,71,5,5,3,NA,3,4,3,2,7,1,1,7,1,9,4,1,1,9,2,1945,10,11,1,2,1,0,3,1,3,NA,NA,4,NA,NA,1945,1,"891733_1",7273,"A",-1.95904770363894,0.9784969339546,-0.666336771205458
"284600",891733,2,2016,9,NA,2,3,1,37,2,4,2,NA,2,0,3,2,6,0,0,6,1,7,2,2,1,9,2,1979,7,7,0,2,1,1,3,1,3,NA,NA,NA,NA,NA,1979,2,"891733_2",7274,"A",-0.147559204442899,0.699468027154148,-0.522241405407685
"284601",891733,3,2016,9,NA,2,4,2,78,5,2,3,NA,3,4,3,2,7,0,0,7,1,9,2,NA,1,9,2,1938,10,11,0,2,1,0,3,1,3,NA,NA,1,NA,NA,1938,3,"891733_3",7275,"A",0.0502153959797277,-2.49440674379848,-0.427547591016439
"284630",891793,1,2016,16,NA,5,1,1,54,4,3,3,NA,3,5,4,3,7,1,0,7,3,9,1,1,1,16,3,1962,10,11,0,3,0,0,3,2,5,NA,NA,1,NA,NA,1962,1,"891793_1",7276,"A",0.217842621194287,7.78289717862432,-0.661560136095302
"284631",891793,2,2016,16,NA,5,2,2,52,4,3,3,NA,3,2,4,3,7,0,0,7,3,9,1,2,1,16,3,1964,10,11,0,3,0,0,3,2,5,NA,NA,NA,NA,NA,1964,2,"891793_2",7277,"A",-1.26412186188446,1.85784885665157,0.266585413535602
"284632",891793,3,2016,16,NA,5,3,1,28,1,4,2,NA,1,0,4,3,3,0,0,2,3,4,2,3,1,16,3,1988,2,4,0,3,1,1,3,2,5,NA,NA,NA,NA,NA,1988,3,"891793_3",7278,"A",-1.68163458212977,-2.70489391381343,0.33333307898959
"284633",891793,4,2016,16,NA,5,3,1,23,1,4,2,NA,1,0,4,3,4,0,0,2,3,5,2,4,1,16,3,1993,2,5,0,3,1,1,3,2,5,NA,NA,NA,NA,NA,1993,4,"891793_4",7279,"A",-0.656317122647348,-0.437717315878188,-0.646575876458664
"284634",891793,5,2016,16,NA,5,4,2,83,5,2,3,NA,3,2,4,3,7,0,1,7,3,9,4,NA,1,16,3,1933,10,11,1,3,1,0,3,2,5,NA,NA,NA,NA,NA,1933,5,"891793_5",7280,"A",-0.708550020927563,-6.1113222521208,0.324798393339335
"284662",891827,1,2016,16,NA,4,1,2,82,5,1,3,NA,3,4,4,3,7,1,1,7,3,9,4,1,1,16,3,1934,10,11,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,1934,1,"891827_1",7281,"A",0.178885687997719,1.16801236833602,0.333333333333333
"284671",891835,1,2016,16,NA,4,1,1,68,5,4,3,NA,3,4,4,3,7,1,1,7,3,9,1,1,1,16,3,1948,10,11,1,1.5,1,0,1,0,2,NA,NA,5,NA,NA,1948,1,"891835_1",7282,"A",-1.37676638683484,-1.26879589774919,-0.582802204301084
"284672",891835,2,2016,16,NA,4,2,2,67,5,2,3,NA,3,2,4,3,7,0,0,7,3,9,1,2,1,16,3,1949,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1949,2,"891835_2",7283,"A",-1.10425816613367,-1.70960609536623,0.3333241957954
"284678",891837,1,2016,16,NA,4,1,2,61,4,3,3,NA,3,2,4,3,7,1,0,7,3,9,1,1,1,16,3,1955,10,11,0,1.5,0,0,1,0,2,NA,NA,NA,NA,NA,1955,1,"891837_1",7284,"A",-0.922212171557267,0.455915673614578,0.333286814036375
"284679",891837,2,2016,16,NA,4,2,1,66,5,2,3,NA,3,4,4,3,7,0,1,7,3,9,1,2,1,16,3,1950,10,11,1,1.5,1,0,1,0,2,NA,NA,1,NA,NA,1950,2,"891837_2",7285,"A",0.678072157984475,1.10154303801255,0.333333333333333
"284690",891872,1,2016,5,NA,3,1,1,53,4,5,2,NA,2,0,2,1,4,1,1,5,3,5,2,1,1,5,1,1963,5,5,1,1,1,1,1,1,1,NA,68,NA,NA,NA,1963,1,"891872_1",7286,"A",0.401023271259882,3.59332473733088,-0.640280526167516
"284698",891877,1,2016,5,NA,3,1,1,60,4,4,2,NA,2,0,2,1,3,1,1,6,3,4,1,1,1,5,1,1956,9,4,1,1.5,1,1,1,1,2,NA,67,NA,NA,NA,1956,1,"891877_1",7287,"A",0.110673173332942,4.1973547292188,0.333333333333333
"284699",891877,2,2016,5,NA,3,2,2,59,4,3,3,NA,3,2,2,1,7,0,0,7,3,9,1,2,1,5,1,1957,10,11,0,1.5,0,0,1,1,2,NA,NA,NA,NA,NA,1957,2,"891877_2",7288,"A",0.360286215534569,-3.93912522525129,0.330884147954437
"284705",891882,1,2016,5,NA,3,1,1,55,4,3,2,NA,1,0,2,1,2,1,1,1,3,2,3,1,1,5,1,1961,1,2,1,1,1,1,1,1,1,NA,65,NA,NA,NA,1961,1,"891882_1",7289,"A",-1.32467946707311,1.77820508955436,0.269251831098321
"284732",891938,1,2016,15,NA,4,1,2,62,4,5,2,NA,1,0,4,3,6,1,1,2,3,8,1,1,1,15,3,1954,2,9,0,2.5,1,1,4,4,4,NA,65,NA,NA,NA,1954,1,"891938_1",7290,"A",-1.31142617216993,0.845078706518225,0.332724220585461
